reception_player,team,Receptions,Yards,Touchdowns
Phillippe Wesley,Delaware State,15,188.0,1.0
Blake Bosma,Western Michigan,20,187.0,0.0
Makhi Paris,McNeese,14,187.0,0.0
Cade Callahan,Merrimack,14,187.0,0.0
Bo Jackson,Ohio State,17,187.0,1.0
Ryan Schwendeman,Southern Illinois,14,187.0,1.0
Kenyon Clay,Arkansas State,33,187.0,1.0
Camryn Edwards,UConn,19,186.0,0.0
Reece Vander Zee,Iowa,11,186.0,0.0
Quaron Adams,California,13,186.0,0.0
Tariq Sims,William & Mary,20,186.0,1.0
Eric Holley,Toledo,14,186.0,1.0
Carter Vargas,UC Davis,9,186.0,2.0
Al-Jay Henderson,Buffalo,25,186.0,0.0
Jordan Bride,Grambling,20,186.0,1.0
Ahmon Green,Georgia Southern,16,186.0,0.0
Matthew Scerbo,Lafayette,11,186.0,1.0
Brett Seither,Georgia Tech,10,186.0,0.0
Ed Small,TCU,16,186.0,2.0
Gio Richardson,Arizona,16,185.0,0.0
Nahree Biggins,Central Michigan,18,185.0,1.0
Gabe Milbourn,Oregon State,17,185.0,1.0
Sam Mbake,App State,22,185.0,0.0
Samuel Harris,Wyoming,16,184.0,0.0
Tre Shackelford,Tulane,12,184.0,0.0
David Larkins,App State,20,184.0,0.0
Daylan Smothers,NC State,36,184.0,1.0
Chris Johnson Jr.,SMU,16,184.0,1.0
Rowan Keefe,Valparaiso,9,184.0,9.0
Terik Mulder,Kent State,16,184.0,1.0
Jamal Hailey,Florida A&M,25,183.0,0.0
Myles Parker,Alabama A&M,22,183.0,1.0
DJ Black,UCF,20,183.0,1.0
Finn Hogan,Bowling Green,13,183.0,0.0
Jeremiah Noga,Washington State,19,183.0,1.0
Ryan Matulevich,Cornell,16,183.0,0.0
Dawson Pough,Boston College,13,183.0,0.0
Jameson Geers,Minnesota,23,182.0,2.0
Jaleel Skinner,Louisville,17,182.0,1.0
Jacob Harris,Bowling Green,19,182.0,3.0
Terry Bussey,Texas A&M,15,182.0,1.0
Ben Prosper,Eastern Michigan,20,182.0,0.0
Lucas Bullock,Columbia,16,182.0,0.0
Caydon Coffman,Harvard,15,181.0,0.0
Clayton Coppock,Kennesaw State,22,181.0,1.0
Jordan Rae,UAlbany,16,181.0,0.0
Luke Reynolds,Penn State,21,181.0,0.0
Marcus Burke,UCF,13,181.0,0.0
Darian Mensah,Duke,6,181.0,5.0
Landen King,Duke,12,181.0,3.0
Myles Wilson,Stonehill,16,180.0,1.0
Joshua Moore,Miami,13,180.0,2.0
Anthony Feaster,Lehigh,11,180.0,0.0
Amari Odom,Kennesaw State,6,180.0,6.0
Chris Hicks,Arkansas-Pine Bluff,9,180.0,0.0
Christian Bentancur,Clemson,17,180.0,2.0
Michael Nesbit,Brown,17,180.0,0.0
Dawson Menegatti,Northern Colorado,15,179.0,0.0
Josh Evans,Bethune-Cookman,7,179.0,0.0
Devin Yeats,Valparaiso,18,179.0,0.0
DeAngelo Irvin Jr.,UNLV,17,179.0,1.0
Lucius Anderson,Yale,11,179.0,0.0
Antwan Raymond,Rutgers,17,179.0,1.0
DJ Miller,Kentucky,13,179.0,0.0
Noah Fifita,Arizona,5,178.0,5.0
Covadis Knighten,Grambling,22,178.0,1.0
Isaiah Johnson,Cincinnati,11,178.0,2.0
Kevin Riley,Alabama,19,177.0,1.0
Corey Smith,Purdue,12,177.0,1.0
Jaden Allen,Fordham,17,177.0,0.0
Bronson England,Morehead State,16,177.0,0.0
Charly Mullaly,Holy Cross,16,177.0,0.0
Luke Rives,Dartmouth,14,177.0,1.0
L.J. Phillips Jr.,South Dakota,23,176.0,0.0
Fidel Tau Pitts,Cal Poly,10,176.0,0.0
Bryce Parker,Tarleton State,10,176.0,0.0
Jaleel Sales,Davidson,15,176.0,0.0
Derek Anderson,Northern Iowa,19,175.0,1.0
Kevin Jennings,SMU,3,175.0,3.0
Joseph Johnson,William & Mary,15,175.0,1.0
Kadarius Calloway,New Mexico State,24,175.0,0.0
Jaedon Henry,SE Louisiana,13,175.0,0.0
Ricky Ortega,Central Connecticut,19,175.0,0.0
QuaSean Holmes,Gardner-Webb,18,175.0,2.0
Louis Hansen,UConn,19,175.0,0.0
Kevin McGuire,Sacred Heart,19,174.0,0.0
Christian Ross,Memphis,17,174.0,1.0
Brendan Webb,Northwestern State,8,174.0,1.0
DJ Riles,Georgia State,15,174.0,1.0
Julian Gray,Liberty,14,174.0,1.0
Caleb Odom,Ole Miss,14,174.0,1.0
Brady Olson,Central Connecticut,7,174.0,7.0
Dominic Vrbancic,Dayton,17,173.0,2.0
Deng Deng,North Dakota,13,173.0,2.0
Joey Stout,Northern Arizona,20,173.0,0.0
Jadan Baugh,Florida,31,173.0,0.0
Alijah Turner,Stonehill,21,172.0,1.0
Rashod Dubinion,App State,26,172.0,0.0
Jordan Mosley,Mississippi State,8,172.0,1.0
Caleb Gossett,Ohio,13,172.0,0.0
Jahmil Perryman,St. Francis (PA),18,172.0,0.0
Hutch Crow,Columbia,18,172.0,1.0
Tre Wisner,Texas,22,172.0,1.0
Camryn Davis,Northwestern State,15,171.0,1.0
Morgan McPhaul,VMI,14,171.0,1.0
Wyatt Sullivan,South Florida,16,171.0,1.0
Drelon Miller,Colorado,21,171.0,1.0
Jabari Smith,Florida Atlantic,15,170.0,1.0
Jordan Williams,Sacramento State,11,170.0,1.0
Cooper Lehman,Merrimack,13,170.0,0.0
Broc Lane,Utah State,18,170.0,1.0
Mitchell Dixon,UC Davis,16,170.0,2.0
Jacob Jenkins,Liberty,12,170.0,0.0
Jalen Mickens,Louisiana Tech,19,170.0,1.0
Jordan Brown,Nevada,15,170.0,0.0
Cole Clarke,Stonehill,22,169.0,0.0
Marques Singleton Jr.,Louisiana Tech,24,169.0,1.0
AJ Jones,Middle Tennessee,23,169.0,0.0
Aidan Mizell,Florida,18,169.0,0.0
Ethan Clark,Princeton,16,169.0,0.0
Jalen McDonald,Merrimack,13,169.0,0.0
Jaylen Bonelli,Arkansas State,19,169.0,1.0
Beau Bankston,Stetson,14,169.0,0.0
Brady Hunt,South Carolina,21,168.0,0.0
Carter Pabst,Washington State,9,168.0,0.0
Tyler Griffin,UL Monroe,13,168.0,1.0
Malick Meiga,Coastal Carolina,17,168.0,1.0
Marshaun Brown,Nevada,16,168.0,1.0
Malik Cooper,Wagner,14,168.0,1.0
Giovanni Lopez,North Carolina,4,168.0,4.0
Bryson Dickerson,West Georgia,18,168.0,0.0
Jackson Head,Austin Peay,14,167.0,0.0
Hyatt Timosciek,UT Martin,17,167.0,0.0
Brenden Hodge,St. Francis (PA),11,167.0,0.0
Terrence Lewis,North Texas,9,166.0,1.0
Derrick Bohler,Stephen F. Austin,14,166.0,2.0
Mavin Anderson,Texas State,10,166.0,0.0
Terrance Honeywood,Wofford,16,166.0,0.0
Miles Davis,Utah State,24,166.0,3.0
Justyn Reid,Tulane,14,166.0,0.0
Quay Kindell,Charleston Southern,12,165.0,1.0
Antonio Meeks,Louisville,14,165.0,0.0
Xavier Daisy,UAB,16,165.0,1.0
Davis Ellis,Pennsylvania,15,165.0,0.0
Eli Gillman,Montana,25,165.0,2.0
Sage Ennis,Virginia,15,165.0,3.0
Kelby Williams,Western Kentucky,11,165.0,0.0
Kenji Christian,Toledo,14,165.0,0.0
Josh Smith,Tulsa,7,165.0,0.0
Alex Williams,Western Illinois,17,165.0,3.0
Khiryn Boyd,Duquesne,12,165.0,0.0
Jalen Rogers,Florida A&M,13,165.0,0.0
Collin Hurst,Presbyterian,7,165.0,7.0
Demond Claiborne,Wake Forest,27,165.0,0.0
Jaren Hamilton,Arizona State,6,164.0,0.0
Liam O'Brien,Pennsylvania,9,164.0,9.0
Nicholas Cenacle,Hawai'i,20,164.0,1.0
Adam Jones,Montana State,19,164.0,1.0
Drew Wagner,Northwestern,21,164.0,1.0
Adam Mohammed,Washington,16,164.0,0.0
Amari Powell,St. Thomas (MN),3,163.0,3.0
Tim Grear Jr.,Akron,13,163.0,0.0
Braylon Finney,Houston Christian,8,163.0,0.0
Charles Robertson,Louisiana,12,163.0,0.0
Robby Ashford,Wake Forest,2,163.0,2.0
Matt D'Avino,Lehigh,13,162.0,1.0
Tony Johnson,Miami,7,162.0,0.0
Derrick McFall,SMU,18,162.0,2.0
Kaden Feagin,Illinois,14,162.0,1.0
Chase Belcher,Kennesaw State,9,162.0,1.0
Nicholas Laboy,Delaware,10,162.0,2.0
Damian Harris,William & Mary,17,161.0,0.0
Markel Townsend,Western Carolina,23,161.0,0.0
Will Nixon,Syracuse,22,161.0,0.0
Jeremy Payne,TCU,16,161.0,1.0
Hayden Fisher,Merrimack,16,161.0,0.0
Cameron Seldon,Virginia Tech,22,161.0,1.0
Caden Jensen,Louisiana,25,161.0,0.0
Josiah Thomas,Western Carolina,17,161.0,1.0
Tyler Brown,Clemson,19,160.0,0.0
Jameson Tucker,Coastal Carolina,9,160.0,1.0
Jacob Godfrey,UL Monroe,15,160.0,1.0
Jaquari Lewis,App State,26,160.0,0.0
Josh Gale,Montana,12,160.0,2.0
Kewan Lacy,Ole Miss,25,160.0,0.0
Koby Young,Houston,11,159.0,0.0
Kekoa Visperas,Tennessee Tech,5,159.0,5.0
Kelton Wafer,Weber State,16,159.0,0.0
Josh Schuchts,UTEP,18,159.0,0.0
Mekhi Collins,North Dakota State,6,159.0,2.0
Jabre Bevineau,Gardner-Webb,10,159.0,0.0
Anthony Reagan Jr.,Howard,19,159.0,0.0
Chase Curtis,TCU,12,159.0,2.0
Joe Crifasi,Central Connecticut,11,159.0,0.0
Conner Weigman,Houston,7,158.0,7.0
Yohan-Li Louis,Fordham,19,158.0,0.0
Stefano Giovannelli,St. Thomas (MN),7,158.0,0.0
Dylan Magazu,Elon,10,158.0,1.0
Elijah Sessoms,Delaware,19,158.0,0.0
Sam Reynolds,Towson,17,158.0,0.0
Aidan Besselman,Princeton,13,158.0,0.0
Brandon Chatman,Navy,16,158.0,0.0
Charley Rossi,Princeton,12,158.0,0.0
Rodney Hammond Jr.,Sacramento State,15,157.0,0.0
Michael Kirch,Florida Atlantic,14,157.0,2.0
Kaden Wetjen,Iowa,20,157.0,1.0
Roman Hemby,Indiana,13,157.0,0.0
Shamar Porter,UConn,15,157.0,0.0
Elijah Green,Sam Houston,15,157.0,1.0
Matthew McCallister,McNeese,12,157.0,0.0
Chris Harris,North Dakota State,12,157.0,0.0
Glen Williams,Miles College,10,157.0,1.0
Stevie Rocker,Montana,18,157.0,0.0
Kordell Rodgers,Texas Southern,17,157.0,0.0
Jalen Brown,Arkansas,10,156.0,1.0
Diore Hubbard,West Virginia,16,156.0,0.0
Nick Crayton,Samford,18,156.0,0.0
Javon Brown,Toledo,8,156.0,1.0
Sawyer Seidl,North Dakota,16,156.0,1.0
Scotty Presson Jr.,Illinois State,16,156.0,0.0
Omari Walker,Rhode Island,10,156.0,1.0
Peyton Smith,San Diego,20,155.0,0.0
Nate Boerkircher,Texas A&M,16,155.0,2.0
Brian Rowe Jr.,South Carolina,19,155.0,1.0
Evan Brooks,Long Island University,15,155.0,0.0
Zackary Drawdy,Indiana State,15,155.0,0.0
Reggie Davis,Alcorn State,19,155.0,1.0
Jarel Washington,Stonehill,27,155.0,0.0
TJ Hamilton,Cornell,9,155.0,0.0
Kyran Lee,UT Rio Grande Valley,12,155.0,1.0
Johnny Jones,South Carolina State,11,154.0,0.0
DJ McKinney,New Mexico,13,154.0,0.0
Noah White,Utah State,7,154.0,0.0
Perry Thompson,Auburn,17,154.0,0.0
Carlos Del Rio-Wilson,Marshall,8,154.0,7.0
Luke Harpring,Georgia Tech,12,154.0,0.0
Otto Kuhns,Norfolk State,5,154.0,5.0
Tavierre Dunlap,Eastern Michigan,19,153.0,0.0
Cameron Pettaway,Bowling Green,8,153.0,2.0
Jalen Richmond,Murray State,15,153.0,0.0
Devyn Gibbs,Lamar,16,153.0,0.0
Ricky Gonzalez II,Fordham,14,153.0,0.0
Daveon Superales,Idaho,10,153.0,0.0
Deion Colzie,Miami (OH),9,153.0,1.0
Jaydn Girard,Lamar,14,153.0,0.0
Tyson Edwards,Tennessee State,10,152.0,0.0
OJ Arnold,Georgia Southern,15,152.0,0.0
Branden Hoch,Florida Atlantic,11,152.0,0.0
Justin Holmes,Pittsburgh,18,152.0,2.0
Kaderris Roberts,Bowling Green,21,152.0,1.0
Zaden Jackson,Howard,14,152.0,1.0
Jed Castles,Abilene Christian,18,152.0,0.0
Deuce Spann,Pittsburgh,13,152.0,1.0
Ja'Kyrian Turner,Pittsburgh,22,151.0,0.0
Victor Rosa,UConn,15,151.0,1.0
Kyree Benton,Delaware State,15,151.0,0.0
Jacolby Criswell,East Tennessee State,4,151.0,4.0
Payton Mangrum,East Carolina,8,151.0,0.0
Nate Kurisky,Louisville,18,151.0,1.0
Tony Harste,Idaho,12,151.0,1.0
Javarius Green,North Carolina,13,150.0,0.0
Justin Lamson,Montana State,8,150.0,5.0
JaVonnie Gibson,Oklahoma,15,150.0,0.0
Jayden Ballard,Wisconsin,7,150.0,2.0
DJ Allen,UTSA,15,150.0,1.0
Montrell Walker,Howard,9,150.0,0.0
Malik Redd,Wagner,8,150.0,1.0
Johnny Pascuzzi,Tulane,11,150.0,1.0
Jake Johnson,North Carolina,16,149.0,1.0
Zach Atkins,Colorado,20,149.0,0.0
Luke Wooten,Northern Colorado,16,149.0,0.0
Brandon Epton Jr.,Southeast Missouri State,14,149.0,1.0
Torrey Ward,Samford,14,149.0,1.0
Elijah Lagg,UAB,18,149.0,0.0
Elizjah Lewis,Pace,6,149.0,2.0
Gerard Bullock,Kennesaw State,21,148.0,1.0
Jermaine Johnson Jr.,Duquesne,11,148.0,0.0
Dylan Riley,Boise State,14,148.0,1.0
Malik Phillips,Sam Houston,16,148.0,0.0
Michael Cadden,Bucknell,11,148.0,0.0
Jimmyll Williams,Elon,12,147.0,0.0
Caleb Brownlow,Mississippi Valley State,12,147.0,1.0
Julian Nixon,UL Monroe,14,147.0,0.0
Ethan John,Prairie View A&M,9,147.0,0.0
Anthony Woods,UCLA,23,147.0,0.0
Ousmane Kromah,Florida State,9,147.0,1.0
Ryan Osborne,Harvard,9,147.0,2.0
Dallas Wilson,Florida,10,147.0,2.0
Trevin Ewing,Maine,12,147.0,0.0
Noah Thomas,Georgia,12,147.0,0.0
Daniel Hill,Alabama,15,147.0,1.0
Qua'Vez Humphreys,Sam Houston,13,147.0,1.0
Griffin Caldwell,Butler,17,147.0,0.0
Ardell Banks,Kent State,10,146.0,0.0
Rashawn Marshall,Maine,20,146.0,0.0
Cleveland Charlton,Towson,9,146.0,0.0
Mark Hamper,California,13,146.0,0.0
Brock Townsend,Central Michigan,12,145.0,2.0
Alonza Barnett,James Madison,5,145.0,5.0
Channing Goodwin,Michigan,11,145.0,0.0
Keaton Kubecka,Kansas,17,145.0,1.0
Jordan Triplett,Cornell,14,145.0,0.0
Jaylen Jennings,Arkansas-Pine Bluff,11,145.0,0.0
Devion Newson,West Georgia,15,145.0,2.0
Leon Neal Jr.,Washington State,12,145.0,1.0
Andre Craig Jr.,Alabama A&M,15,145.0,0.0
Connor Cravaack,Akron,17,145.0,0.0
Brayden Blackmon,Western Carolina,18,144.0,1.0
Donovan Payne,Alabama A&M,10,144.0,0.0
D.J. Crowther,Dartmouth,16,144.0,0.0
Carson Hansen,Iowa State,20,144.0,0.0
Taron Dickens,Western Carolina,6,144.0,6.0
Shamar Garrett,Utah Tech,18,144.0,0.0
Jaiden Dozier,Long Island University,14,144.0,1.0
Cole Turner,Clemson,16,144.0,0.0
Jalen Moss,Arizona State,11,144.0,0.0
Lonnie Shinn,SE Louisiana,11,143.0,0.0
Kanen Hamlett,App State,12,143.0,1.0
Tyler Daniels,East Texas A&M,10,143.0,0.0
Cortez Mills Jr.,Nebraska,8,143.0,1.0
Jamal Roberts,Missouri,17,143.0,1.0
Josh Sapp,Clemson,9,142.0,0.0
Najih Rahman,Brown,11,142.0,0.0
Elija Lofton,Miami,18,141.0,0.0
Peyton Strickland,New Hampshire,21,141.0,1.0
Var'Keyes Gumms,UNLV,10,141.0,2.0
Antwain Littleton II,Rhode Island,24,141.0,2.0
Cameron Miller,Kentucky,13,141.0,0.0
Taylor Wright-Rawls,Mercyhurst,12,140.0,0.0
Jesse Miller,South Dakota,18,140.0,0.0
Bryson Canty,Kansas,9,140.0,0.0
Cam Bulluck,Murray State,10,140.0,1.0
Jordan Washington,Murray State,20,140.0,0.0
Viron Ellison Jr.,Delaware,18,140.0,1.0
Ty Doughty,Mercer,10,139.0,1.0
Anthony Benzija,Stetson,15,139.0,1.0
Elijah Tau-Tolliver,Michigan State,18,139.0,0.0
Jaxon Branch,Eastern Washington,12,139.0,0.0
Logan Kyle,James Madison,12,139.0,0.0
Andrew King,Richmond,20,139.0,1.0
Will Secker,Stetson,16,138.0,0.0
Lakota Dippre,James Madison,12,138.0,1.0
Jessie Campbell,McNeese,20,138.0,1.0
Tamarcus Gray Jr.,Houston Christian,19,138.0,0.0
Kadinn Morris,Southern Miss,12,138.0,2.0
Karmello English,Coastal Carolina,15,138.0,0.0
Jeron Askren,Missouri State,14,137.0,1.0
Kylan Fox,UCF,16,137.0,1.0
Jake Cox,Idaho,10,137.0,1.0
Antonio Harris,Purdue,17,137.0,0.0
Sean Patrick,Akron,12,136.0,0.0
Ethan Hosak,Lafayette,12,136.0,0.0
Braeden Wisloski,James Madison,14,136.0,0.0
Sam Adams II,Sacramento State,9,136.0,2.0
Jordan Dingle,South Carolina,10,136.0,0.0
Eli Sanders,USC,8,136.0,1.0
Cameron Peters,Prairie View A&M,6,136.0,6.0
CJ Evans Jr.,Samford,18,136.0,1.0
Brayden Latham,Eastern Kentucky,19,135.0,0.0
Tyler Riddell,Duquesne,5,135.0,5.0
Cory Nichols,Long Island University,15,135.0,0.0
Malachi Thomas,Pittsburgh,10,135.0,1.0
Ashten Snelsire,Richmond,3,135.0,3.0
TJ Harden,SMU,19,135.0,0.0
Miles Burris,Charlotte,14,134.0,0.0
Jimmie Duncan,Northwestern State,9,134.0,0.0
Joshisa Trader,Miami,10,134.0,0.0
Jerry Kaminski,North Dakota,6,133.0,5.0
Carter James,Marist,18,133.0,2.0
Blake Shapen,Mississippi State,4,133.0,4.0
Makhilyn Young,Vanderbilt,14,133.0,0.0
Eddie Lee Marburger,UT Rio Grande Valley,5,133.0,5.0
T'iar Young,Tarleton State,7,133.0,1.0
Samari Howard,Army,11,133.0,1.0
Kirby Vorhees,Washington State,19,133.0,0.0
Denzel Lambert,St. Francis (PA),15,133.0,0.0
Drew Biber,Minnesota,17,133.0,0.0
Ryder Treadway,Toledo,11,132.0,1.0
Dru Deshields,Kent State,5,132.0,5.0
Barron Miles Jr.,Grambling,13,132.0,0.0
Justin Hughes,Tennessee State,9,132.0,0.0
Tru Tanner,Utah Tech,8,132.0,1.0
Bryson Donelson,Fresno State,16,131.0,0.0
Matthew Coleman,San José State,20,131.0,1.0
Camden Overton,Georgia State,14,131.0,2.0
John Gentry,UT Martin,17,131.0,1.0
Anthony Hankerson,Oregon State,23,131.0,0.0
Joe Jackson,Kansas State,22,131.0,1.0
Cash Jones,Georgia,17,131.0,1.0
Aidan Quinn,Southern Illinois,11,130.0,0.0
Alex Honig,UConn,12,130.0,2.0
Kaden Williams,Austin Peay,14,130.0,0.0
Mikey Welsh,San Diego State,11,130.0,0.0
Elijah Smalls,Maine,11,130.0,1.0
TJ Thomas Jr.,Elon,14,130.0,0.0
Hayden Benoit,Grambling,4,130.0,4.0
Caden Veltkamp,Florida Atlantic,3,130.0,2.0
Luke Schuler,St. Thomas (MN),6,130.0,0.0
Giovanni Adopte,Gardner-Webb,9,129.0,0.0
Micah Mackay,Valparaiso,11,129.0,0.0
Shemar Savage,Jackson State,7,129.0,3.0
Leo Blackburn,Georgia State,13,129.0,2.0
Dakota Twitty,Virginia,11,129.0,0.0
Jayden Scott,NC State,14,129.0,0.0
Alani Ajigbotosho,Davidson,7,129.0,1.0
Ty'ee Stephens,Maine,7,129.0,0.0
Hudson Habermehl,UCLA,19,129.0,0.0
Ron Vann,Eastern Kentucky,10,129.0,0.0
Adam Criter,San Diego,21,128.0,0.0
Jack Melore,Marist,15,128.0,0.0
Kentrell Prejean,SE Louisiana,13,128.0,1.0
Miller McCrumby,South Alabama,15,128.0,0.0
Marcus Middleton,Monmouth,11,128.0,0.0
Zach Jones,UC Davis,10,128.0,3.0
Rahsul Faison,South Carolina,19,128.0,0.0
Devin Spencer,Arkansas State,23,128.0,0.0
Cody Howard,Navy,4,128.0,1.0
Myles Morales,Bethune-Cookman,10,128.0,0.0
Kai Holloway,Robert Morris,11,128.0,0.0
Olsen Patt-Henry,Clemson,16,128.0,0.0
Pearson Hill,Brown,11,128.0,0.0
DeSean Bishop,Tennessee,11,127.0,0.0
Wayshawn Parker,Utah,9,127.0,2.0
Gus McGee,Charlotte,14,127.0,1.0
Luke Shields,Tennessee Tech,5,127.0,2.0
Julian Mason,Idaho State,11,127.0,1.0
Joseph Moreland,Northwestern State,13,127.0,0.0
Samari Collier,Coastal Carolina,5,127.0,4.0
Jahlil McClain,Fresno State,12,126.0,0.0
Trey Holly,Southern,16,126.0,0.0
C'Quan Jnopierre,Florida International,5,126.0,0.0
Raiden Brown,Idaho State,8,126.0,2.0
Trey Leckner,Washington State,20,126.0,2.0
Seth McGowan,Kentucky,19,126.0,0.0
Tysen Boze,South Dakota,13,125.0,0.0
Ikeem Wright,Norfolk State,11,125.0,1.0
Nate Glantz,Lindenwood,6,125.0,6.0
Teagan Brown,Sacred Heart,13,125.0,0.0
Javon Rogers,Kennesaw State,6,125.0,0.0
Kenny Tracy,Miami (OH),12,125.0,2.0
Eric Nelson,Florida International,8,125.0,0.0
Vincent Wilkins,Boston College,4,125.0,0.0
Sam Albee,Mercer,8,124.0,2.0
Drake Martinez,UT Martin,18,124.0,1.0
Dominic Richardson,Tulsa,19,124.0,0.0
Caleb Ramseur,Nevada,16,124.0,1.0
Jacob Emmers,Tulsa,13,124.0,0.0
Chris Brooks Jr.,Wisconsin,11,124.0,0.0
Keyvone Lee,UNLV,17,124.0,0.0
Tim Burns Jr.,Sam Houston,8,124.0,0.0
Antonio Johnson,Villanova,10,124.0,2.0
Khalil Dinkins,Penn State,12,124.0,1.0
Ayden Pereira,Merrimack,5,124.0,5.0
Marcus Striggles,Western Carolina,10,123.0,1.0
Brad Jackson,Texas State,4,123.0,4.0
Todd Phillips,Bryant,8,123.0,0.0
Eli Green,Iowa State,11,123.0,0.0
Fred Farrier II,Kentucky,10,123.0,0.0
Qua Ashley,Ball State,21,123.0,1.0
Sam Scott,Wyoming,12,123.0,0.0
Rueben Owens,Texas A&M,12,123.0,0.0
Nigel Johnson,South Carolina State,5,122.0,0.0
Logan Schmidt,New Haven,5,122.0,2.0
Eddie Freauff,Oregon State,11,122.0,1.0
Tristen Brown,Vanderbilt,7,122.0,0.0
Brigham Dunphy,Stonehill,14,121.0,0.0
Luke Besh,SE Louisiana,8,121.0,0.0
Alex Bauman,Miami,12,121.0,0.0
Anthony Rucker,North Carolina A&T,9,121.0,0.0
Gavin Sawchuk,Florida State,13,121.0,1.0
Cody Hagen,BYU,13,121.0,0.0
Tanner Harrison,East Texas A&M,4,121.0,1.0
Braylon Knauth,The Citadel,11,121.0,1.0
Simeon Evans,North Texas,13,121.0,0.0
Zach Witte,South Dakota,14,121.0,1.0
Malachi Thomas,Purdue,10,120.0,0.0
Koy Moore,UNLV,12,120.0,0.0
Will Kacmarek,Ohio State,9,120.0,2.0
Hayden George,Southern Utah,13,120.0,0.0
Alvon Isaac,South Florida,12,120.0,0.0
Chase Tyler,Duke,4,120.0,0.0
Eric Handley,Alabama A&M,4,120.0,3.0
Cameron Dickey,Texas Tech,17,120.0,0.0
Kemarrion Battles,Towson,13,120.0,1.0
Jerand Bradley,Kansas State,12,119.0,1.0
Anderson Castle,Duke,17,119.0,0.0
Aiden Meeks,Stephen F. Austin,7,119.0,0.0
Koby Keenan,Bryant,12,119.0,0.0
Chris Culliver,North Carolina,6,119.0,1.0
Taylor Bradshaw,Georgia Southern,15,119.0,0.0
Michael Dempsey,Stetson,11,119.0,1.0
Lawson Luckie,Georgia,13,119.0,3.0
Ben Black,Rutgers,8,119.0,1.0
Jason Patterson,Kentucky,17,119.0,0.0
Jordan Cooke,Idaho State,4,119.0,4.0
Cameron Barmore,Arizona,13,119.0,0.0
Cameron Davis,Minnesota,18,119.0,0.0
Chance Morrow,Buffalo,7,119.0,1.0
Jayon Farrar,Fresno State,12,118.0,0.0
Jordyn Williams,SE Louisiana,11,118.0,0.0
Jared Rhodes,Lindenwood,15,118.0,1.0
Rickie Shaw II,Bethune-Cookman,11,118.0,0.0
Tyler Moore,Iowa State,7,118.0,0.0
Keyjuan Brown,Louisville,11,118.0,0.0
Javon Charles,Illinois State,14,118.0,2.0
Ja'von Broussard,Cornell,13,118.0,0.0
Ken Cherry,Samford,18,118.0,0.0
Jaylen Laudermilk,Norfolk State,14,117.0,1.0
Cade Klubnik,Clemson,3,117.0,3.0
Lincoln Fisher,Holy Cross,12,117.0,1.0
Wyatt Rogers,Stetson,12,117.0,0.0
Justin Smith-Brown,West Virginia,7,117.0,0.0
Kam Robinson,Southeast Missouri State,14,117.0,0.0
Brendan Jenkins,South Alabama,9,117.0,0.0
Elyiss Williams,Georgia,7,117.0,1.0
Jaron Kelley,Long Island University,10,117.0,1.0
Kameron Anthony,Ball State,7,117.0,1.0
Breylin Smith,Howard,19,117.0,0.0
Maxwell Woods,Washington State,15,117.0,0.0
Jaden Richardson,USC,10,117.0,0.0
Nick Herman,Drake,11,117.0,0.0
Mason Shipp,Yale,11,116.0,0.0
Sebastian Brown,Kent State,11,116.0,0.0
Nick Laughlin,Maine,10,116.0,1.0
Darius Thompson,South Carolina State,4,116.0,2.0
Rickey Taylor Jr.,Northern Illinois,8,116.0,0.0
Braydon Black,Mercyhurst,11,115.0,0.0
Major Everhart,TCU,10,115.0,0.0
Christian Leary,Western Michigan,15,115.0,0.0
Tyson Mobley,Liberty,6,115.0,0.0
Alex Tecza,Navy,11,115.0,0.0
Elijah Aragon,Coastal Carolina,10,115.0,0.0
Chance Bogan,Idaho,13,115.0,0.0
Kahanu Davis,Utah State,5,115.0,0.0
Tristan Goodly,SE Louisiana,8,115.0,1.0
Cade Collier,SE Louisiana,12,115.0,1.0
Greg Burrell,Texas State,13,114.0,0.0
Quentin McCall,North Carolina Central,8,114.0,1.0
Jonathan Echols,South Florida,10,114.0,3.0
Braylin Presley,Tulsa,16,114.0,0.0
Braedon Wissler,Southern Utah,17,114.0,1.0
Davion Gause,North Carolina,15,114.0,0.0
Braylon Isom,Miami (OH),8,114.0,0.0
Gary Givens III,Northern Illinois,11,114.0,0.0
Harvey Broussard,Houston,8,114.0,1.0
Josh Beetham,Georgia Tech,4,114.0,0.0
Ty Robinson,Ball State,11,113.0,0.0
Ricky Ahumaraeze,Northwestern,6,113.0,0.0
Tyree Kelly,Massachusetts,13,113.0,0.0
Paul Marsh,Central Connecticut,8,113.0,1.0
Malachi Hosley,Georgia Tech,12,113.0,0.0
Anson Kraut,Southern Utah,8,113.0,1.0
Nathan Acevedo,San Diego State,11,113.0,0.0
Micah Woods,South Alabama,11,113.0,1.0
Jamell James,Fordham,20,113.0,0.0
Trey Hedden,Furman,4,113.0,4.0
Ja'Ricous Hairston,Virginia Tech,12,112.0,3.0
Jaden Nixon,UCF,17,112.0,0.0
Christian Fitzpatrick,Oklahoma State,8,112.0,0.0
Dijon Stanley,New Mexico State,18,112.0,0.0
Teddy Davenport,Samford,14,112.0,0.0
D.C. Temple,Central Michigan,14,112.0,1.0
Andre Miller,Portland State,7,112.0,0.0
Zhaiel Smith,New Mexico,9,112.0,0.0
